ID	DOCULECT	CONCEPT	TRANSCRIPTION
23914	RawngtuKyawnNam-A	area under house	tɑŋ.kɑl
23915	RawngtuBoishi-A	area under house	tuŋ.kɔŋ
23916	RawngtuRamtim-A	area under house	kɑl.tuŋ
23917	MatuPhaneng-A	area under house	ʔim.m̥ui
23918	MroKhimiAreong10KyaGaungvillageMrokhami-A	area under house	ʔim k.ke
23919	AreongKuwa-A	area under house	li.kui
23920	AreongKhuHlaing-A	area under house	ɪŋ.kɪʔ
23921	xenaAgYa-A	area under house	iŋ.kui
23922	XangtauNgaYoukKaing-A	area under house	iŋ.kɛ.kui
23923	WakungAwaPyin-A	area under house	ɪŋ.tə.kɪʔ
23924	WakungMarlar-A	area under house	ɪŋ.tə.kɪʔ
23925	WakungMyaTay-A	area under house	kə.lɛ.sə.kuŋ
23926	WakungKwaeChaung-A	area under house	ɪŋ.tə.kui
23927	WakungLwinpuTaung-A	area under house	ɪŋ.tə.kui
23928	MrusaDakKthiHl-A	area under house	kiŋ.mou
23929	AsangLamoitong-A	area under house	lə.kui
23930	Zotung-A	area under house	in.mə.kɔ
23931	HakhaHakhaTown-A	area under house	iŋ.tɔi
23932	Mara-A	area under house	lɑi.tʃo.ku
23933	Zophei-A	area under house	iŋ.tʃə.r̥ɯ
18219	TaungthaWethet-T-1	arm	kuʔ
18220	TaungthaThanpuya-T-2	arm	kuʔ/kuiʔ
18221	TaungthaKyarOoYin-T-3	arm	kuʔ
18222	TaungthaYeShin-T-4	arm	kwiʔ
18223	MaraNgaphaipi-T-6	arm	ʔɑ.ku
18224	MaraLailenpi-T-5	arm	mə.ku
18225	ThaiphumRengkheng-T-7	arm	kuʔ
18226	BawmBahungTaung-T-8	arm	kuʔ
18227	AshoKokanTan-A-1	arm	koʔ
18228	AshoPadekyawt-A-2	arm	kuʔ
18229	AshoPadar-A-3	arm	kuʔ
18230	AshoSalu-A-4	arm	ʔɑ.kuʔ
18231	AshoTarye-A-5	arm	ʔɑ.kəʔ
18232	AshoKankawTaung-A-6	arm	ʔɑ.koʔ
18233	AshoJatetaw-A-7	arm	ʔɑ.koʔ
18234	AshoShinsawPyin-A-8	arm	ʔɑ.koʔ
18235	AshoKhamaungShaeTaing-A-9	arm	ʔɑ.koʔ
18236	AshoSaryeKwin-A-10	arm	koʔ
18237	AshoLinde-A-11	arm	kuʔ
18238	AshoTayPhyu-A-13	arm	koʔ
18239	TaungthaMie-U-1	arm	kɔi
18240	UppuBuddhagarma-U-2	arm	k.bɔn/kɯ
18241	UppuKhaingzi-U-3	arm	kɯ
18242	UppuChinLetmon-U-4	arm	kəʔ
18243	UppuKyinDwe-U-5	arm	kəʔ/boŋ
18244	UppuYan-U-6	arm	ku/vɨt
18245	UppuNatkyi-U-7	arm	kə
18246	MayinnOwnwa-U-9	arm	ŋ.ɡət
18247	LonpawKhoimalaung-U-9	arm	ɣo
18248	MinkyaChi-U-10	arm	ku
18249	DoituHetsawlay-U-11	arm	kuʔ
18250	LaituKhuasung-U-12	arm	kuʔ
18251	LaituZaingchaung-U-13	arm	kuʔ
18252	LaituKruChaung-U-14	arm	ʔ.kuʔ
18253	EkaiDaletYwaHaung-D-1	arm	kɯʔ
18254	KhulaiAyeChaungKwanwa-D-5	arm	kɯʔ
18255	DaituNyaungChaungYwa-D-4	arm	kɯʔ
18256	KhamawLakeKone-D-2	arm	kɯʔ
18257	SaingbongAyoTaung-D-3	arm	kuʔ
18258	SaingbongAnnChaungYonChaung-A	arm	kɔʔ
18259	UppuCintwe-A	arm	kut
18260	UppuSaw-A	arm	kut
18261	UppuKhaici-A	arm	kut/bɔn
18262	LaisawThuHtayKung-A	arm	nɑ.kuʔ
18263	LaisawMraukUTown-A	arm	ʔɑ.kuʔ
18264	HyowKongtuBoroKukyachariinRajasthali-A	arm	iʔip
18265	HyowLaituGhungurumukParainBandarban-A	arm	iʔip pho
18266	SonglaiHettui8KarchaungHettui-A	arm	kut
18267	SonglaiMaungUmSong1MaungUmSong-A	arm	kut
18268	SonglaiLai2PyinLoneKyiLai-A	arm	kut
18269	SonglaiDoitu9MaungYwaDoitu-A	arm	kut
18270	LaituKongtuHteinpin-A	arm	kut
18271	LaituSangkai-A	arm	ɓɑn/kut
18272	LaituKaikyi-A	arm	bɑn/kut
18273	Laitu-A	arm	bɔm/kut
18274	LaituAhongdong-A	arm	bɑn/kut
18275	LaituNyuanNetKhwahsung-A	arm	bɑn(arm)/kut
18276	LaituPharpyaw-A	arm	(ʔɑ) kut/bɑn
18277	LaituPheithapyin-A	arm	(ʔɑ) kut/bɑn
18278	SumtuDookkan-A	arm	kut/bɔn
18279	NggaKantthayung-A	arm	kut
18280	NggaHlaLawngPang-A	arm	kuit
18281	KaangKruk-A	arm	kut
18282	ChangpyangChangPyang-A	arm	kut
18283	DaaiTuisip-A	arm	kut
18284	DaaiAmsoi-A	arm	kut
18285	DaaiKalim-A	arm	kut
18286	DaaiKaangKhinphong-A	arm	kut
18287	DaaiLowerKheng-A	arm	kut
18288	DaaiMartu-A	arm	kut
18289	DaaiRung-A	arm	kut
18290	DaaiLingtuiLungtui-A	arm	kut
18291	DaaiAwisi-A	arm	kut
18292	DaaiNgxang5HungNghang-A	arm	kut
18293	DaaiNgxang6KhengsanuNghang-A	arm	kut
18294	DaaiNgxang7HmungtunuNghang-A	arm	kut/ɓɑn
18295	DaaiYet3BuchaungwaYet-A	arm	kut
18296	DaaiYetHettui4MawsungkyiYet-A	arm	kut
18297	DaarYinduLontung-A	arm	kut
18298	DaarYinduMsatui-A	arm	kut
18299	DaaiTuili-A	arm	kut/ɓɑn
18300	DaaiMkuiimnu-A	arm	kut
18301	DaaiBantoi-A	arm	kut
18302	DaaiDuk-A	arm	kut
18303	DaaiNghngiloor-A	arm	kut
18304	MuunNgMenSheetHmawi-A	arm	kut
18305	MuunNituShingBawk-A	arm	kut
18306	NgGah-A	arm	kut
18307	DaaiKhengLowerKheng-A	arm	kut
18308	KaangKruk-A	arm	kut
18309	DaaiMatupiReung-A	arm	kut
18310	DaaiPaletwaMuntunu-A	arm	kut
18311	MatuHaltu-A	arm	kut
18312	RawngtuWeilong-A	arm	kut
18313	RawngtuKyawnNam-A	arm	kut
18314	RawngtuBoishi-A	arm	kut
18315	RawngtuRamtim-A	arm	kut
18316	MatuNgala-A	arm	kut
18317	MatuLangleTamtlaih-A	arm	kut
18318	MatuPhaneng-A	arm	kut
18319	MatuNgaleng-A	arm	kut
18320	MatuVuitu-A	arm	kut
18321	MatuNgatu-A	arm	kut
18322	MatuValang-A	arm	kut
18323	RungtuNorthThanpaya-A	arm	kut
18324	RungtuCentralHtanpinkung-A	arm	kut
18325	RungtuSouthMihae-A	arm	kuit
18326	MroKhimiAreong10KyaGaungvillageMrokhami-A	arm	kut
18327	AreongKuwa-A	arm	ʔɑ.ku
18328	AreongKhuHlaing-A	arm	ʔɑ.ku
18329	xenaAgYa-A	arm	ʔɑ.ku
18330	XangtauNgaYoukKaing-A	arm	ʔɑ.ku
18331	WakungAwaPyin-A	arm	ʔɑ.kɔ
18332	WakungMarlar-A	arm	ʔɑ.ku
18333	WakungMyaTay-A	arm	ʔɑ.keu
18334	WakungKwaeChaung-A	arm	ʔɑ.keu
18335	WakungLwinpuTaung-A	arm	ʔɑ.keu
18336	MrusaDakKthiHl-A	arm	rud
18337	KhenlakLuivang-A	arm	ɓɑn
18338	AsangLamoitong-A	arm	ə.ban
18339	RengcaDaiHnan-A	arm	ɓɑn
18340	Zotung-A	arm	kuiʔ
18341	HakhaHakhaTown-A	arm	bɑŋ
18342	Mara-A	arm	kɯ
18343	Zophei-A	arm	kei
18344	ThaiphumRengKheng-A	arm	kut
27079	TaungthaWethet-T-1	arrow	tʰɑŋ
27080	TaungthaThanpuya-T-2	arrow	tʰɑi.jɯŋ
27081	TaungthaKyarOoYin-T-3	arrow	tʰɑŋ
27082	TaungthaYeShin-T-4	arrow	tʰɑi
27083	MaraNgaphaipi-T-6	arrow	sɑ.tɑi
27084	MaraLailenpi-T-5	arrow	sɑ.tɑi
27085	ThaiphumRengkheng-T-7	arrow	sʰɑm.tɑŋ
27086	BawmBahungTaung-T-8	arrow	hɑʔ.pɛi
27087	AshoKokanTan-A-1	arrow	li.tʰɔ
27088	AshoPadekyawt-A-2	arrow	tʰɔ
27089	AshoPadar-A-3	arrow	li.tʰɔ
27090	AshoSalu-A-4	arrow	lə.tʰɔ
27091	AshoTarye-A-5	arrow	li.tʰɔ
27092	AshoKankawTaung-A-6	arrow	li.tʰwɑ
27093	AshoJatetaw-A-7	arrow	li.tʰɔ
27094	AshoShinsawPyin-A-8	arrow	ʔɑ.tʰɔ
27095	AshoKhamaungShaeTaing-A-9	arrow	li.tʰɔ
27096	AshoSaryeKwin-A-10	arrow	tʰɔ
27097	AshoLinde-A-11	arrow	lə.tʰɔ
27098	AshoTayPhyu-A-13	arrow	tʰɔ
27099	TaungthaMie-U-1	arrow	tʰɑn
27100	UppuBuddhagarma-U-2	arrow	tʰɔ
27101	UppuKhaingzi-U-3	arrow	tʰɔ
27102	UppuChinLetmon-U-4	arrow	tʰɔ
27103	UppuKyinDwe-U-5	arrow	tʰɔ
27104	UppuYan-U-6	arrow	tʰuɑ
27105	UppuNatkyi-U-7	arrow	tʰɔ
27106	MayinnOwnwa-U-9	arrow	tʰ.vɔi
27107	LonpawKhoimalaung-U-9	arrow	tʰ.vɑi
27108	MinkyaChi-U-10	arrow	mjɑ
27109	DoituHetsawlay-U-11	arrow	li.tʰuɑ
27110	LaituKhuasung-U-12	arrow	lɔ.kɛʔ
27111	LaituZaingchaung-U-13	arrow	li.kɛʔ
27112	LaituKruChaung-U-14	arrow	tʰɔ
27113	EkaiDaletYwaHaung-D-1	arrow	li.tʰo.kaŋ
27114	KhulaiAyeChaungKwanwa-D-5	arrow	li.tʰo.kaŋ
27115	DaituNyaungChaungYwa-D-4	arrow	li.tʰɔ
27116	KhamawLakeKone-D-2	arrow	li.tʰɔ
27117	SaingbongAyoTaung-D-3	arrow	li.tʰɔ
27118	SaingbongAnnChaungYonChaung-A	arrow	li.tʰɔ
27119	UppuCintwe-A	arrow	tʰɔ
27120	UppuSaw-A	arrow	tʰwɑ
27121	UppuKhaici-A	arrow	tʰɔ
27122	LaisawThuHtayKung-A	arrow	lu.zu
27123	LaisawMraukUTown-A	arrow	mə.rɔ
27124	HyowKongtuBoroKukyachariinRajasthali-A	arrow	hia̯ʔ
27125	HyowLaituGhungurumukParainBandarban-A	arrow	kroi̯aho
27126	SonglaiHettui8KarchaungHettui-A	arrow	m.lɑ/tʰɛ (shaft)
27127	SonglaiMaungUmSong1MaungUmSong-A	arrow	m.lɑ/tʰɛ (shaft)
27128	SonglaiLai2PyinLoneKyiLai-A	arrow	sɛp.sɔ/ tʰuɑ
27129	SonglaiDoitu9MaungYwaDoitu-A	arrow	lɔ.kɑŋ
27130	LaituKongtuHteinpin-A	arrow	lɔ.kɛk
27131	LaituSangkai-A	arrow	lɔ.kiɛk /tʃɛo.tʃo (tip)
27132	LaituKaikyi-A	arrow	tʰwɑ
27133	LaituAhongdong-A	arrow	li.suŋ/tʰɑl (shaft)/sɛp (iron tip)
27134	LaituNyuanNetKhwahsung-A	arrow	li.tʰɑl (shaft)/sɛp (iron tip)/ lɔ (poison)
27135	LaituPharpyaw-A	arrow	li.suŋ/sɛp.n̥ɔ
27136	LaituPheithapyin-A	arrow	li.suŋ/ sɛp (barbed iron tip)
27137	SumtuDookkan-A	arrow	tʰɔ/ᵐlɔ/ᵐsɛp.nu
27138	NggaKantthayung-A	arrow	m.luɑ/tʰɛ
27139	NggaHlaLawngPang-A	arrow	m.luɑ/tʰɛ
27140	KaangKruk-A	arrow	pɑ.lɑ/ɓɨi (plain)
27141	ChangpyangChangPyang-A	arrow	pɑ.lɑ/tʰɑl (shaft)
27142	DaaiTuisip-A	arrow	lɑ/tʰɑi (shaft)
27143	DaaiAmsoi-A	arrow	pɑ.lɑ/tʰɑi (shaft)
27144	DaaiKalim-A	arrow	pɑ.lɑ/tʰɑl (shaft)
27145	DaaiKaangKhinphong-A	arrow	lɑ/tʰɑi (shaft)
27146	DaaiLowerKheng-A	arrow	m.lɑ/tʰɛ (shɐft)
27147	DaaiMartu-A	arrow	m.lɐ/tʰɐ (shɐft)
27148	DaaiRung-A	arrow	m.lɑ/tʰɑi (shɐft)
27149	DaaiLingtuiLungtui-A	arrow	m.lɑ/tʰe.kɑt (shɐft)
27150	DaaiAwisi-A	arrow	m.lɑ
27151	DaaiNgxang5HungNghang-A	arrow	lɔ.kɛk
27152	DaaiNgxang6KhengsanuNghang-A	arrow	lɔ.kiɛk
27153	DaaiNgxang7HmungtunuNghang-A	arrow	m.lɑ/tʰɛ (shaft)
27154	DaaiYet3BuchaungwaYet-A	arrow	m.lɑ/tʰɛ (shaft)
27155	DaaiYetHettui4MawsungkyiYet-A	arrow	m.lɑ/tʰɛ (shaft)
27156	DaarYinduLontung-A	arrow	ᵐlɑ (with irron tip)/tʰɛ (plain shaft)
27157	DaarYinduMsatui-A	arrow	ᵐlɑ/tʰɛ
27158	DaaiTuili-A	arrow	ᵐlɑ/tʰɛ
27159	DaaiMkuiimnu-A	arrow	ᵐlɑ/tʰɛ
27160	DaaiBantoi-A	arrow	ᵐlɑ/tʰɛ
27161	DaaiDuk-A	arrow	ᵐlɑ/tʰɛ
27162	DaaiNghngiloor-A	arrow	ᵐlɑ/tʰɛ
27163	MuunNgMenSheetHmawi-A	arrow	[m] lɑ / tʰɑ
27164	MuunNituShingBawk-A	arrow	[m] lɑ
27165	NgGah-A	arrow	[m] lɑ/tʰɛ
27166	DaaiKhengLowerKheng-A	arrow	[m] lɑ
27167	KaangKruk-A	arrow	[pɑ] lɑ
27168	DaaiMatupiReung-A	arrow	[m] lɑ
27169	DaaiPaletwaMuntunu-A	arrow	[m] lɑ
27170	MatuHaltu-A	arrow	[pɑ] lɑ
27171	RawngtuWeilong-A	arrow	pɑ.lɑ
27172	RawngtuKyawnNam-A	arrow	pɑ.lɑ
27173	RawngtuBoishi-A	arrow	pɑ.lɑ
27174	RawngtuRamtim-A	arrow	pɑ.lɑ
27175	MatuNgala-A	arrow	[pɑ]  lɑ
27176	MatuLangleTamtlaih-A	arrow	[pɑ] lɑ
27177	MatuPhaneng-A	arrow	pɑ.lɑ
27178	MatuNgaleng-A	arrow	[pɑ] lɑ
27179	MatuVuitu-A	arrow	[pɑ] lɑ
27180	MatuNgatu-A	arrow	[pɑ] lɑ
27181	MatuValang-A	arrow	[pɑ]  lɑ
27182	RungtuNorthThanpaya-A	arrow	m̥ʲɔ
27183	RungtuCentralHtanpinkung-A	arrow	tʰɑn
27184	RungtuSouthMihae-A	arrow	tʰɑn
27185	MroKhimiAreong10KyaGaungvillageMrokhami-A	arrow	(li.tʰæ) mə.suʔ
27186	AreongKuwa-A	arrow	mɑ.lɑ.mɑ.su
27187	AreongKhuHlaing-A	arrow	mɑ.lɑŋ
27188	xenaAgYa-A	arrow	lɛi.mɑ.sɔi
27189	XangtauNgaYoukKaing-A	arrow	lɛi.mɑ.sɔi
27190	WakungAwaPyin-A	arrow	mə.sɔi
27191	WakungMyaTay-A	arrow	mraŋ.su
27192	WakungKwaeChaung-A	arrow	li.tʰɛ
27193	WakungLwinpuTaung-A	arrow	li.tʰɛ
27194	MrusaDakKthiHl-A	arrow	mrɑ.su
27195	KhenlakLuivang-A	arrow	[pɑ] lɑ
27196	AsangLamoitong-A	arrow	pə.la.suŋ
27197	RengcaDaiHnan-A	arrow	[pɑ] lɑ
27198	Zotung-A	arrow	tʰe
27199	HakhaHakhaTown-A	arrow	fe
27200	Mara-A	arrow	sɑ.tɑi
27201	Zophei-A	arrow	tʃe.teŋ
27202	ThaiphumRengKheng-A	arrow	[pɑ] lɑ
18447	TaungthaWethet-T-1	arᵐpit	jə.ɓɛʔ/ji.ɓɑʔ
18448	TaungthaThanpuya-T-2	arᵐpit	jə.ɓɑʔ
18449	TaungthaKyarOoYin-T-3	arᵐpit	jɔ.ɓɑʔ
18450	TaungthaYeShin-T-4	arᵐpit	jə.ɓɑt
18451	MaraNgaphaipi-T-6	arᵐpit	ʔɑ.ɓɑ.kə.lɛiʔ
18452	MaraLailenpi-T-5	arᵐpit	mə.sə.kə.le
18453	ThaiphumRengkheng-T-7	arᵐpit	jɑʔ.ɓɑʔ
18454	BawmBahungTaung-T-8	arᵐpit	zɑʔ.tɑŋ
18455	AshoKokanTan-A-1	arᵐpit	j̥ɑu.kʰo
18456	AshoPadekyawt-A-2	arᵐpit	l̥ɑ.ko.tʃɛ
18457	AshoPadar-A-3	arᵐpit	l̥ɑu.ko.tʃɛ
18458	AshoSalu-A-4	arᵐpit	j̥ɑu.kʰo
18459	AshoTarye-A-5	arᵐpit	j̥ɑu.kʰo
18460	AshoKankawTaung-A-6	arᵐpit	ʃɛ.ko.tʃɛʔ
18461	AshoJatetaw-A-7	arᵐpit	ʃɑu.kʰo.tʃɛ
18462	AshoShinsawPyin-A-8	arᵐpit	l̥ɑu.ko.tʃɛ
18463	AshoKhamaungShaeTaing-A-9	arᵐpit	ʃɑu.ko.tʃʰɛt
18464	AshoLinde-A-11	arᵐpit	tʃʰɑu.kʰo
18465	AshoTayPhyu-A-13	arᵐpit	tʃʰɑu.kʰo
18466	TaungthaMie-U-1	arᵐpit	j.bɛʔ
18467	UppuBuddhagarma-U-2	arᵐpit	k.jɑ.kʰo
18468	UppuKhaingzi-U-3	arᵐpit	jɑu.kʰu
18469	UppuChinLetmon-U-4	arᵐpit	j̥ɑu.kʰu
18470	UppuKyinDwe-U-5	arᵐpit	j̥ɑu.kʰu
18471	UppuYan-U-6	arᵐpit	j̥ɑu.kʰu
18472	UppuNatkyi-U-7	arᵐpit	j̥ɑu.kʰu
18473	MayinnOwnwa-U-9	arᵐpit	j̥ɑ.kʰo
18474	LonpawKhoimalaung-U-9	arᵐpit	j̥ɑu.kʰo
18475	MinkyaChi-U-10	arᵐpit	k.j̥ɑu.kʰo
18476	DoituHetsawlay-U-11	arᵐpit	n.j̥ɔ.kʰo
18477	LaituKhuasung-U-12	arᵐpit	j̥ɔ.kʰo
18478	LaituZaingchaung-U-13	arᵐpit	j̥ɑ.kʰo
18479	LaituKruChaung-U-14	arᵐpit	ʔ.j̥ɑ.kʰo
18480	EkaiDaletYwaHaung-D-1	arᵐpit	hlo.kʰu
18481	KhulaiAyeChaungKwanwa-D-5	arᵐpit	hlo.kʰu
18482	DaituNyaungChaungYwa-D-4	arᵐpit	hlo.kʰu
18483	KhamawLakeKone-D-2	arᵐpit	sʰou.kje
18484	SaingbongAyoTaung-D-3	arᵐpit	sʰou.kʰo
18485	SaingbongAnnChaungYonChaung-A	arᵐpit	ɬo.tʃe.kʰɔ
18486	UppuKhaici-A	arᵐpit	hiɑk kʰu
18487	LaisawThuHtayKung-A	arᵐpit	jɑu.kʰə
18488	LaisawMraukUTown-A	arᵐpit	jɑu.kʰə
18489	HyowKongtuBoroKukyachariinRajasthali-A	arᵐpit	tɔ
18490	HyowLaituGhungurumukParainBandarban-A	arᵐpit	tɨ
18491	SonglaiHettui8KarchaungHettui-A	arᵐpit	hɔŋ.kʰu
18492	SonglaiMaungUmSong1MaungUmSong-A	arᵐpit	kut.kiu
18493	SonglaiLai2PyinLoneKyiLai-A	arᵐpit	hiɑk.kʰɨ
18494	SonglaiDoitu9MaungYwaDoitu-A	arᵐpit	hiɑk.kʰo
18495	LaituKongtuHteinpin-A	arᵐpit	hiɔk kʰo
18496	LaituSangkai-A	arᵐpit	hiɑk.kʰɨ
18497	LaituKaikyi-A	arᵐpit	hiɑk kʰo
18498	Laitu-A	arᵐpit	ᵐhiɔk.kʰu
18499	LaituAhongdong-A	arᵐpit	hiɑk.kʰo
18500	LaituNyuanNetKhwahsung-A	arᵐpit	hiɑk kʰo
18501	LaituPharpyaw-A	arᵐpit	hiɑk.kʰo
18502	LaituPheithapyin-A	arᵐpit	hiɑk.kʰo
18503	SumtuDookkan-A	arᵐpit	hiɑk kʰo
18504	NggaKantthayung-A	arᵐpit	sʰɑk.kɔk
18505	NggaHlaLawngPang-A	arᵐpit	k.sʰɑk.kɔk
18506	KaangKruk-A	arᵐpit	kʰrɑk
18507	ChangpyangChangPyang-A	arᵐpit	jɑk.vɑi
18508	DaaiTuisip-A	arᵐpit	jɑk.vɑi
18509	DaaiAmsoi-A	arᵐpit	jɑk.vɑi
18510	DaaiKalim-A	arᵐpit	jɑk.vɑi
18511	DaaiKaangKhinphong-A	arᵐpit	tʃɑk.kɑi
18512	DaaiLowerKheng-A	arᵐpit	xɑp.kɛ
18513	DaaiMartu-A	arᵐpit	sʰɑk.kɑ
18514	DaaiRung-A	arᵐpit	tʃɑk.kɑ
18515	DaaiLingtuiLungtui-A	arᵐpit	ʃɔm.kɑk
18516	DaaiAwisi-A	arᵐpit	m.hɑ̃k
18517	DaaiNgxang5HungNghang-A	arᵐpit	k.kʰɑk
18518	DaaiNgxang6KhengsanuNghang-A	arᵐpit	k.kʰɑk
18519	DaaiNgxang7HmungtunuNghang-A	arᵐpit	k.kʰiɑk
18520	DaaiYet3BuchaungwaYet-A	arᵐpit	k.ʃɑk k.ɗɑŋ
18521	DaaiYetHettui4MawsungkyiYet-A	arᵐpit	k.sʰɑk.kiɛp/- k.ɗɑŋ
18522	DaarYinduLontung-A	arᵐpit	sʰɑk k.kɔk
18523	DaarYinduMsatui-A	arᵐpit	sʰɑk k.kɔk
18524	DaaiTuili-A	arᵐpit	k.kʰxɑp
18525	DaaiMkuiimnu-A	arᵐpit	kʰɑp
18526	DaaiBantoi-A	arᵐpit	k.kʰxɑp
18527	DaaiDuk-A	arᵐpit	k.kʰxɑp
18528	DaaiNghngiloor-A	arᵐpit	k.kʰxɑk kɛp
18529	RawngtuWeilong-A	arᵐpit	jɑk.vɑr
18530	RawngtuKyawnNam-A	arᵐpit	jɑk.ɓɑn
18531	RawngtuBoishi-A	arᵐpit	jɑk.vɑ
18532	RawngtuRamtim-A	arᵐpit	jɑk.vɑr
18533	MatuPhaneng-A	arᵐpit	sɑk.vɑi.mɨi
18534	MroKhimiAreong10KyaGaungvillageMrokhami-A	arᵐpit	ʃɔm.kɑk
18535	AreongKuwa-A	arᵐpit	je.kui
18536	AreongKhuHlaing-A	arᵐpit	jɑŋ.kuiʔ
18537	xenaAgYa-A	arᵐpit	jɑ.sʰɑ.ku
18538	XangtauNgaYoukKaing-A	arᵐpit	jɑ.kə.kui
18539	WakungAwaPyin-A	arᵐpit	kɔ.lɛ.sʰə.kɪʔ
18540	WakungMarlar-A	arᵐpit	sə.lɛ.kɪ
18541	WakungMyaTay-A	arᵐpit	ku.se.li
18542	WakungKwaeChaung-A	arᵐpit	jɑ.kɔi.sʰɑ.kɪ
18543	WakungLwinpuTaung-A	arᵐpit	jɑ.kɔi.sʰɑ.kɪ
18544	MrusaDakKthiHl-A	arᵐpit	lɑ.kə.dɛ
18545	AsangLamoitong-A	arᵐpit	t̪aŋ.tə.jak
18546	Zotung-A	arᵐpit	rɑ.ko
18547	HakhaHakhaTown-A	arᵐpit	zɑ.tɑŋ
18548	Mara-A	arᵐpit	bɑ.kə.li
18549	Zophei-A	arᵐpit	bɑŋ.kɑ.lɛ
26447	TaungthaWethet-T-1	ashes	vəʔ/vuʔ
26448	TaungthaThanpuya-T-2	ashes	vɪʔ
26449	TaungthaKyarOoYin-T-3	ashes	vuʔ
26450	TaungthaYeShin-T-4	ashes	vɪʔ
26451	MaraNgaphaipi-T-6	ashes	bu.tʃɑ
26452	MaraLailenpi-T-5	ashes	bi.tʃə
26453	ThaiphumRengkheng-T-7	ashes	r̥ɑ.bɑ
26454	BawmBahungTaung-T-8	ashes	sə.ʔəl
26455	AshoKokanTan-A-1	ashes	tʰə.m̥o
26456	AshoPadekyawt-A-2	ashes	tʰɑ.m̥əʔ
26457	AshoPadar-A-3	ashes	tʰɑ.m̥əʔ
26458	AshoSalu-A-4	ashes	tə.m̥u
26459	AshoTarye-A-5	ashes	tʰɑ.m̥əʔ
26460	AshoKankawTaung-A-6	ashes	tʰɑ.m̥ɔ
26461	AshoJatetaw-A-7	ashes	tʰɑ.m̥o
26462	AshoShinsawPyin-A-8	ashes	tʰɑ.m̥o
26463	AshoKhamaungShaeTaing-A-9	ashes	tʰɑ.m̥o
26464	AshoSaryeKwin-A-10	ashes	tʰɑ.m̥o
26465	AshoLinde-A-11	ashes	tə.m̥u
26466	AshoTayPhyu-A-13	ashes	tʰɑ.m̥o
26467	TaungthaMie-U-1	ashes	vuiʔ
26468	UppuBuddhagarma-U-2	ashes	pɯn.hɨ
26469	UppuKhaingzi-U-3	ashes	pɯn.hɨ
26470	UppuChinLetmon-U-4	ashes	kɯ
26471	UppuKyinDwe-U-5	ashes	kɯ
26472	UppuYan-U-6	ashes	kɯ
26473	UppuNatkyi-U-7	ashes	kɯ/pɯn.hɯ
26474	MayinnOwnwa-U-9	ashes	pən.hət
26475	LonpawKhoimalaung-U-9	ashes	pun.hət
26476	MinkyaChi-U-10	ashes	pun.m̥u
26477	DoituHetsawlay-U-11	ashes	vɑ.və/ku
26478	LaituKhuasung-U-12	ashes	vɑi.vət
26479	LaituZaingchaung-U-13	ashes	ni.vɨt
26480	LaituKruChaung-U-14	ashes	t.vɨt
26481	EkaiDaletYwaHaung-D-1	ashes	tʰaŋ.mən
26482	KhulaiAyeChaungKwanwa-D-5	ashes	tʰaŋ.mən
26483	DaituNyaungChaungYwa-D-4	ashes	kɯ
26484	KhamawLakeKone-D-2	ashes	tʰaŋ.mən
26485	SaingbongAyoTaung-D-3	ashes	tɑ.hmu
26486	SaingbongAnnChaungYonChaung-A	ashes	tʰa.hmu
26487	UppuCintwe-A	ashes	kɨk
26488	UppuSaw-A	ashes	puŋ.ŋ̥ut  / kɨk
26489	UppuKhaici-A	ashes	pɨŋ.hɨt/tɑk.wɨt/kuk
26490	AshoAungLan-A	ashes	[tʰɑ] m̥ut
26491	LaisawThuHtayKung-A	ashes	huŋ.hui
26492	LaisawMraukUTown-A	ashes	huŋ.hui
26493	HyowKongtuBoroKukyachariinRajasthali-A	ashes	hio̯ŋ
26494	HyowLaituGhungurumukParainBandarban-A	ashes	hio̯ŋ
26495	SonglaiHettui8KarchaungHettui-A	ashes	kʰu m.vut/kuːk
26496	SonglaiMaungUmSong1MaungUmSong-A	ashes	tɑk m.put
26497	SonglaiLai2PyinLoneKyiLai-A	ashes	t̯ɑ.hŋut
26498	SonglaiDoitu9MaungYwaDoitu-A	ashes	wɑi.wɨt/kuːk
26499	LaituKongtuHteinpin-A	ashes	kuk (for eating)/vɑi.vɨt
26500	LaituSangkai-A	ashes	vɑi.vɨt
26501	LaituKaikyi-A	ashes	wɑŋ.wɨt/kuk
26502	Laitu-A	ashes	tɑ.mɨ
26503	LaituAhongdong-A	ashes	t̯ɑk.wɨt/kuk
26504	LaituNyuanNetKhwahsung-A	ashes	tɑk.wɨt/kuk
26505	LaituPharpyaw-A	ashes	wɨt/kuk
26506	LaituPheithapyin-A	ashes	tɑk.wɨt/kuk
26507	SumtuDookkan-A	ashes	tɑp.m̥ut/m̥ɑ.m̥ut
26508	NggaKantthayung-A	ashes	m.ɓut/m.kuk (for eating)
26509	NggaHlaLawngPang-A	ashes	m.ɓut
26510	KaangKruk-A	ashes	vɨt
26511	ChangpyangChangPyang-A	ashes	vɑi.vɨt
26512	DaaiTuisip-A	ashes	vut
26513	DaaiAmsoi-A	ashes	vɑi.vɨt
26514	DaaiKalim-A	ashes	vɑi.vɨt
26515	DaaiKaangKhinphong-A	ashes	kuːk.vɨt
26516	DaaiLowerKheng-A	ashes	vut/kuːk m.vut
26517	DaaiMartu-A	ashes	kuk/t̯ɑ m.vut
